Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-03-09,2016,3,9,Wednesday,10,2016-10,715.17,726.24,712.66,725.41,1977200,725.41,0.016649535912823366,725.4107142857143,729.988695652174
2016-03-10,2016,3,10,Thursday,10,2016-10,727.79,736.54,723.29,732.17,2230800,732.17,0.009318881757747866,726.1292857142856,730.0351063829787
2016-03-11,2016,3,11,Friday,10,2016-10,739.95,744.9,736.7,744.87,1769000,744.87,0.017345715480649115,727.2592857142857,730.3441666666666
2016-03-14,2016,3,14,Monday,11,2016-11,744.97,754.26,743.66,750.24,1641200,750.24,0.0072093051839772215,729.6128571428571,730.7502040816327
2016-03-15,2016,3,15,Tuesday,11,2016-11,746.02,753.01,742.84,750.57,1491600,750.57,0.00043988202993627823,731.7321428571429,731.1466
2016-03-16,2016,3,16,Wednesday,11,2016-11,749.05,759.0,746.5,757.36,1465300,757.36,0.009046428662330852,733.7492857142857,731.105
2016-03-17,2016,3,17,Thursday,11,2016-11,757.65,765.34,757.36,758.48,2228200,758.48,0.0014788147497224458,736.1507142857143,731.044
2016-03-18,2016,3,18,Friday,11,2016-11,761.63,762.14,751.82,755.41,2811100,755.41,-0.004047578582524247,738.8785714285714,730.9656
2016-03-21,2016,3,21,Monday,12,2016-12,753.91,763.34,751.27,762.16,1438700,762.16,0.00893554525352891,740.3064285714285,731.3888
2016-03-22,2016,3,22,Tuesday,12,2016-12,758.44,765.0,757.88,760.05,1104800,760.05,-0.0027684284479767562,741.7757142857142,731.9716000000001
2016-03-23,2016,3,23,Wednesday,12,2016-12,763.35,765.39,756.03,757.56,1233900,757.56,-0.0032760874605174406,743.6307142857142,732.4614
2016-03-24,2016,3,24,Thursday,12,2016-12,751.2,757.56,750.5,754.84,1555800,754.84,-0.00359043602076492,745.3892857142857,732.6514
2016-03-28,2016,3,28,Monday,13,2016-13,756.17,758.3,752.04,753.28,1083800,753.28,-0.0020666598260461466,748.2807142857143,733.3256
2016-03-29,2016,3,29,Tuesday,13,2016-13,753.68,767.18,748.29,765.89,2003100,765.89,0.016740103097294234,752.0207142857143,734.0156
2016-03-30,2016,3,30,Wednesday,13,2016-13,768.21,777.31,767.58,768.34,2019800,768.34,0.0031989086685715318,755.0871428571429,735.1726
2016-03-31,2016,3,31,Thursday,13,2016-13,768.34,769.08,758.25,762.9,1627700,762.9,-0.00708020180032809,757.282142857143,736.049
2016-04-01,2016,4,1,Friday,13,2016-13,757.16,770.04,755.2,769.67,1583700,769.67,0.008873978607214505,759.0535714285714,737.0712
