Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-09-28,2016,9,28,Wednesday,39,2016-39,804.08,810.25,802.78,810.06,1470300,810.06,-0.0008263946397650823,801.4449999999999,794.7453999999999
2016-09-29,2016,9,29,Thursday,39,2016-39,807.23,813.91,800.86,802.64,1350000,802.64,-0.009159794252918352,802.4564285714285,795.6566
2016-09-30,2016,9,30,Friday,39,2016-39,803.6,808.09,801.5,804.06,1660200,804.06,0.0017691404418433976,802.8307142857142,796.6496000000001
2016-10-03,2016,10,3,Monday,40,2016-40,802.55,803.54,796.23,800.38,1489200,800.38,-0.004576763782497606,803.6635714285715,797.4716000000001
2016-10-04,2016,10,4,Tuesday,40,2016-40,805.0,806.5,799.67,802.79,1258700,802.79,0.003011036170105452,804.5442857142856,798.377
2016-10-05,2016,10,5,Wednesday,40,2016-40,806.0,808.5,800.71,801.23,1213800,801.23,-0.0019432200217883722,804.5442857142858,799.2486
2016-10-06,2016,10,6,Thursday,40,2016-40,804.08,806.95,800.51,803.08,1099900,803.08,0.0023089957517707926,804.9092857142858,800.0708
2016-10-07,2016,10,7,Friday,40,2016-40,805.93,805.94,796.82,800.71,1163100,800.71,-0.002951131975336363,805.2892857142857,800.7682000000001
2016-10-10,2016,10,10,Monday,41,2016-41,803.93,817.38,802.24,814.17,1496100,814.17,0.01681003180694507,806.3171428571429,801.2248000000001
2016-10-11,2016,10,11,Tuesday,41,2016-41,814.17,819.86,807.37,809.57,1721600,809.57,-0.00564989582334563,806.6414285714285,801.3974000000001
2016-10-12,2016,10,12,Wednesday,41,2016-41,811.96,814.5,808.55,811.77,907900,811.77,0.0027175070557550196,806.342857142857,801.6303999999999
2016-10-13,2016,10,13,Thursday,41,2016-41,806.07,806.56,798.62,804.08,1369000,804.08,-0.009473129404122038,805.5657142857143,801.7336
2016-10-14,2016,10,14,Friday,41,2016-41,807.45,810.09,802.32,804.6,1111900,804.6,0.0006466501903326094,805.705,801.8806
2016-10-17,2016,10,17,Monday,42,2016-42,805.99,813.49,803.83,806.84,1056400,806.84,0.0027840558507350455,805.4271428571428,801.8788000000001
2016-10-18,2016,10,18,Tuesday,42,2016-42,814.21,828.81,813.33,821.49,2289300,821.49,0.018157209473112168,806.2435714285714,802.204
2016-10-19,2016,10,19,Wednesday,42,2016-42,822.88,829.8,822.88,826.84,1500100,826.84,0.0065126011085872015,807.9721428571429,802.5912
2016-10-20,2016,10,20,Thursday,42,2016-42,827.56,828.47,820.55,821.63,1393900,821.63,-0.006301124526433943,809.2271428571429,802.854
2016-10-21,2016,10,21,Friday,42,2016-42,820.0,824.29,818.31,824.06,1615800,824.06,0.0029575266985628623,810.9185714285715,803.1712
2016-10-24,2016,10,24,Monday,43,2016-43,830.09,837.94,829.04,835.74,1447600,835.74,0.014173716368207412,813.272142857143,803.745
2016-10-25,2016,10,25,Tuesday,43,2016-43,838.5,838.5,825.3,828.55,1890700,828.55,-0.008603157112764048,815.2235714285714,804.1967999999999
2016-10-26,2016,10,26,Wednesday,43,2016-43,827.12,827.71,816.35,822.1,1794900,822.1,-0.007784698934354406,816.5821428571428,804.615
2016-10-27,2016,10,27,Thursday,43,2016-43,823.01,826.58,814.61,817.35,2973500,817.35,-0.005777886073545346,817.7707142857143,804.8536
2016-10-28,2016,10,28,Friday,43,2016-43,829.94,839.0,817.0,819.56,4354900,819.56,0.002703886999044558,818.1557142857143,805.1898000000001
2016-10-31,2016,10,31,Monday,44,2016-44,822.43,822.63,808.0,809.9,2242700,809.9,-0.011786779702898542,818.1792857142857,805.3948000000001
2016-11-01,2016,11,1,Tuesday,44,2016-44,810.87,813.96,798.26,805.48,2355900,805.48,-0.005457517980086868,817.7299999999999,805.5654
2016-11-02,2016,11,2,Wednesday,44,2016-44,806.76,806.76,785.0,788.42,2350700,788.42,-0.021179915047256248,816.6114285714285,805.4019999999999
2016-11-03,2016,11,3,Thursday,44,2016-44,784.5,790.0,778.63,782.19,2175200,782.19,-0.007901855107419253,815.0107142857142,805.1738
2016-11-04,2016,11,4,Friday,44,2016-44,771.3,788.48,771.0,781.1,1970600,781.1,-0.0013935576420901485,813.1721428571428,804.9698
2016-11-07,2016,11,7,Monday,45,2016-45,794.95,805.0,792.9,802.03,1992600,802.03,0.026795614345317187,811.782142857143,805.146
2016-11-08,2016,11,8,Tuesday,45,2016-45,802.03,816.04,799.62,811.98,1769100,811.98,0.012405958391106475,810.7207142857143,805.4692
2016-11-09,2016,11,9,Wednesday,45,2016-45,801.83,811.71,792.04,805.59,3098500,805.59,-0.007869595023257125,809.575,805.7425999999999
2016-11-10,2016,11,10,Thursday,45,2016-45,810.0,810.06,768.23,780.29,5909600,780.29,-0.031405613258248644,806.4485714285713,805.5514
2016-11-11,2016,11,11,Friday,45,2016-45,776.81,777.29,765.54,771.75,3592600,771.75,-0.010944620933019955,801.8778571428571,805.1583999999999
2016-11-14,2016,11,14,Monday,46,2016-46,771.76,771.78,743.59,753.22,3688300,753.22,-0.02401040401279564,796.4971428571429,804.2854
2016-11-15,2016,11,15,Tuesday,46,2016-46,765.47,780.24,765.22,775.16,2943900,775.16,0.029128280309569377,793.1442857142857,803.6282000000001
2016-11-16,2016,11,16,Wednesday,46,2016-46,770.42,783.5,766.33,779.98,1798400,779.98,0.006218080771980272,790.475,803.068
2016-11-17,2016,11,17,Thursday,46,2016-46,782.5,788.9,779.85,786.16,1533700,786.16,0.007923270892244094,788.0892857142857,802.7344
2016-11-18,2016,11,18,Friday,46,2016-46,787.17,791.29,775.35,775.97,1806300,775.97,-0.012961741616846267,785.6657142857142,802.4842000000001
2016-11-21,2016,11,21,Monday,47,2016-47,778.1,786.55,776.3,784.8,1630800,784.8,0.011379328354475637,784.1885714285715,802.2037999999999
2016-11-22,2016,11,22,Tuesday,47,2016-47,788.99,793.77,783.74,785.0,1394200,785.0,0.00025485755624665707,783.9442857142858,802.1294
2016-11-23,2016,11,23,Wednesday,47,2016-47,789.52,789.52,772.65,779.0,1313000,779.0,-0.007643312101910826,783.7164285714287,801.9002
2016-11-25,2016,11,25,Friday,47,2016-47,782.61,782.9,778.19,780.23,613500,780.23,0.0015789222962130367,783.6542857142857,801.4802000000001
2016-11-28,2016,11,28,Monday,48,2016-48,778.35,799.74,778.1,785.79,2575400,785.79,0.007126100890475051,782.4942857142856,801.2366000000001
2016-11-29,2016,11,29,Tuesday,48,2016-48,788.38,796.44,785.34,789.44,1562000,789.44,0.004645038135031365,780.8842857142856,801.1175999999999
2016-11-30,2016,11,30,Wednesday,48,2016-48,789.1,791.51,773.15,775.88,2279100,775.88,-0.017176729728235696,778.7621428571429,800.6396000000001
2016-12-01,2016,12,1,Thursday,48,2016-48,778.55,778.6,753.36,764.33,2867100,764.33,-0.01488630680038372,777.6221428571429,799.8256
2016-12-02,2016,12,2,Friday,48,2016-48,761.9,770.5,759.0,764.46,1718800,764.46,0.00017008998718570645,777.1014285714285,798.7958
2016-12-05,2016,12,5,Monday,49,2016-49,770.0,780.0,766.97,778.22,1688500,778.22,0.017999566144691004,778.8871428571429,798.0609999999999
2016-12-06,2016,12,6,Tuesday,49,2016-49,780.19,785.28,773.32,776.18,1734100,776.18,-0.002621338572820986,778.9599999999999,797.5315999999999
2016-12-07,2016,12,7,Wednesday,49,2016-49,779.95,792.0,773.53,791.47,2029400,791.47,0.019699010759905766,779.7807142857143,797.1464
2016-12-08,2016,12,8,Thursday,49,2016-49,792.95,799.0,787.91,795.17,1612500,795.17,0.004674861136859443,780.4242857142857,796.8486
2016-12-09,2016,12,9,Friday,49,2016-49,799.3,809.95,798.05,809.45,1904500,809.45,0.01795846121430933,782.8157142857143,796.9848
2016-12-12,2016,12,12,Monday,50,2016-50,804.82,811.35,804.53,807.9,1628600,807.9,-0.0019148653648698444,784.4657142857143,797.0616
2016-12-13,2016,12,13,Tuesday,50,2016-50,812.39,824.3,811.94,815.34,2128200,815.34,0.009209063270919193,786.6328571428572,797.3608
2016-12-14,2016,12,14,Wednesday,50,2016-50,815.92,824.26,812.78,817.89,1799700,817.89,0.003127514544825294,789.4107142857143,797.6628
2016-12-15,2016,12,15,Thursday,50,2016-50,817.36,823.0,812.0,815.65,1769700,815.65,-0.0027387426111783464,791.9407142857143,797.9512
2016-12-16,2016,12,16,Friday,50,2016-50,818.31,819.2,808.12,809.84,2598900,809.84,-0.007123150106894793,793.6585714285715,798.0864
2016-12-19,2016,12,19,Monday,51,2016-51,809.28,816.22,804.5,812.5,1263600,812.5,0.003284566156676272,795.3057142857143,798.3221999999998
2016-12-20,2016,12,20,Tuesday,51,2016-51,813.37,816.49,811.0,815.2,1271900,815.2,0.003323091947115442,798.1142857142858,798.3428
2016-12-21,2016,12,21,Wednesday,51,2016-51,815.72,815.72,805.1,812.2,1459600,812.2,-0.003680078453235036,801.5335714285713,798.3953999999999
2016-12-22,2016,12,22,Thursday,51,2016-51,809.1,811.07,806.03,809.68,1131600,809.68,-0.0031027080686716335,804.7635714285715,798.3536
2016-12-23,2016,12,23,Friday,51,2016-51,808.01,810.97,805.11,807.8,765500,807.8,-0.002321911001653354,806.8764285714285,798.428
2016-12-27,2016,12,27,Tuesday,52,2016-52,808.68,816.0,805.8,809.93,976000,809.93,0.0026367973693983693,809.2871428571428,798.5346000000001
2016-12-28,2016,12,28,Wednesday,52,2016-52,813.33,813.33,802.44,804.57,1214800,804.57,-0.006617837837878615,810.222857142857,798.4892
2016-12-29,2016,12,29,Thursday,52,2016-52,802.33,805.75,798.14,802.88,1057400,802.88,-0.002100503903975648,810.7735714285715,798.117
2016-12-30,2016,12,30,Friday,52,2016-52,803.21,803.29,789.62,792.45,1735900,792.45,-0.012990724158467026,809.5592857142857,797.4292000000002
2017-01-03,2017,1,3,Tuesday,01,2017-01,800.62,811.44,796.89,808.01,1959000,808.01,0.019635304838040213,809.5671428571428,797.1568
2017-01-04,2017,1,4,Wednesday,01,2017-01,809.89,813.43,804.11,807.77,1515300,807.77,-0.00029701393729586467,809.0264285714285,796.831
2017-01-05,2017,1,5,Thursday,01,2017-01,807.5,813.74,805.92,813.02,1340500,813.02,0.006499374664891144,808.6785714285714,796.3766
2017-01-06,2017,1,6,Friday,01,2017-01,814.99,828.96,811.5,825.21,2017100,825.21,0.014993483737872015,809.3614285714285,796.3098
2017-01-09,2017,1,9,Monday,02,2017-02,826.37,830.43,821.62,827.18,1408900,827.18,0.0023872355529757083,810.6,796.4114
2017-01-10,2017,1,10,Tuesday,02,2017-02,827.07,829.41,823.14,826.01,1197400,826.01,-0.0014144236085444906,811.5649999999999,796.5846
2017-01-11,2017,1,11,Wednesday,02,2017-02,826.62,829.9,821.47,829.86,1325400,829.86,0.0046609309093359474,812.6121428571429,796.7905999999999
2017-01-12,2017,1,12,Thursday,02,2017-02,828.38,830.38,821.01,829.53,1349500,829.53,-0.00039760448812065086,813.85,797.1831999999999
2017-01-13,2017,1,13,Friday,02,2017-02,831.0,834.65,829.52,830.94,1290200,830.94,0.0016997252597670265,815.3685714285714,797.6924
2017-01-17,2017,1,17,Tuesday,03,2017-03,830.0,830.18,823.2,827.46,1440900,827.46,-0.0041880044991520204,816.7728571428572,798.4732
2017-01-18,2017,1,18,Wednesday,03,2017-03,829.8,829.81,824.08,829.02,1027700,829.02,0.0018852845057997225,818.1364285714286,799.4097999999999
2017-01-19,2017,1,19,Thursday,03,2017-03,829.0,833.0,823.96,824.37,1070500,824.37,-0.005609061668609305,819.5507142857143,800.2752
2017-01-20,2017,1,20,Friday,03,2017-03,829.09,829.24,824.6,828.17,1306200,828.17,0.004609565869059251,821.3571428571429,800.798
2017-01-23,2017,1,23,Monday,04,2017-04,831.61,845.54,828.7,844.43,2457400,844.43,0.019633662292960707,825.07,801.447
2017-01-24,2017,1,24,Tuesday,04,2017-04,846.98,851.52,842.28,849.53,1688400,849.53,0.00603962041297601,828.0357142857143,802.3258000000001
2017-01-25,2017,1,25,Wednesday,04,2017-04,853.55,858.79,849.74,858.45,1655400,858.45,0.010499903008183153,831.6557142857143,803.8890000000001
2017-01-26,2017,1,26,Thursday,04,2017-04,859.05,861.0,850.52,856.98,3493300,856.98,-0.0017124255546363543,834.7957142857142,805.5936
2017-01-27,2017,1,27,Friday,04,2017-04,859.0,867.0,841.9,845.03,3752500,845.03,-0.013944259427552397,836.2114285714287,807.4298
2017-01-30,2017,1,30,Monday,05,2017-05,837.06,837.23,821.03,823.83,3516900,823.83,-0.025087880278847785,835.9721428571429,808.4032
2017-01-31,2017,1,31,Tuesday,05,2017-05,819.5,823.07,813.4,820.19,2020200,820.19,-0.00441840497788093,835.5564285714287,809.2074
2017-02-01,2017,2,1,Wednesday,05,2017-05,824.0,824.0,812.25,815.24,2251000,815.24,-0.006035201834083459,834.5121428571429,809.789
2017-02-02,2017,2,2,Thursday,05,2017-05,815.0,824.56,812.05,818.26,1689200,818.26,0.003704454599168683,833.7071428571429,810.6347999999999
2017-02-03,2017,2,3,Friday,05,2017-05,823.13,826.13,819.35,820.13,1528100,820.13,0.002285331184305406,832.9350000000001,811.3414
2017-02-06,2017,2,6,Monday,06,2017-06,820.92,822.39,814.29,821.62,1350900,821.62,0.0018167732255911506,832.5178571428571,812.0738
2017-02-07,2017,2,7,Tuesday,06,2017-06,825.5,831.92,823.29,829.23,1666600,829.23,0.009262171559587085,832.5328571428572,813.0784
2017-02-08,2017,2,8,Wednesday,06,2017-06,830.53,834.25,825.11,829.88,1302200,829.88,0.0007838891855973529,832.9264285714286,814.0714
2017-02-09,2017,2,9,Thursday,06,2017-06,831.73,831.98,826.5,830.06,1194200,830.06,0.00021689000183422458,833.0614285714286,814.9567999999999
2017-02-10,2017,2,10,Friday,06,2017-06,832.95,837.15,830.51,834.85,1415100,834.85,0.00577064072649236,832.3771428571428,815.865
2017-02-13,2017,2,13,Monday,07,2017-07,837.7,841.74,836.25,838.96,1295700,838.96,0.004923095773985198,831.6221428571429,817.1265999999999
2017-02-14,2017,2,14,Tuesday,07,2017-07,839.77,842.0,835.83,840.03,1363300,840.03,0.0012753972730461527,830.3064285714285,818.6406000000002
2017-02-15,2017,2,15,Wednesday,07,2017-07,838.81,841.77,836.22,837.32,1357200,837.32,-0.003226101303693385,828.902142857143,820.0978
2017-02-16,2017,2,16,Thursday,07,2017-07,838.5,842.69,837.26,842.17,1005100,842.17,0.005792260478089339,828.6978571428572,821.3768000000001
2017-02-17,2017,2,17,Friday,07,2017-07,841.31,846.94,839.78,846.55,1461200,846.55,0.00520085608807519,830.3207142857143,822.7841999999999
2017-02-21,2017,2,21,Tuesday,08,2017-08,847.99,852.2,846.55,849.27,1260300,849.27,0.0032130787047468523,832.3978571428571,823.9402
2017-02-22,2017,2,22,Wednesday,08,2017-08,848.0,853.79,846.71,851.36,1224400,851.36,0.002460896737489948,834.977857142857,825.0640000000001
2017-02-23,2017,2,23,Thursday,08,2017-08,851.08,852.62,842.5,851.0,1386700,851.0,-0.0004228356485580509,837.3164285714284,825.895
2017-02-24,2017,2,24,Friday,08,2017-08,847.65,848.36,842.96,847.81,1346200,847.81,-0.0037485340087030083,839.2935714285715,826.6931999999999
2017-02-27,2017,2,27,Monday,09,2017-09,844.95,850.67,843.01,849.67,1010300,849.67,0.0021938705098059064,841.2971428571428,827.3797999999999
2017-02-28,2017,2,28,Tuesday,09,2017-09,847.35,848.83,841.44,844.93,1383100,844.93,-0.0055786250305563945,842.4185714285713,827.9205999999999
2017-03-01,2017,3,1,Wednesday,09,2017-09,851.38,858.0,849.02,856.75,1818700,856.75,0.013989333349129218,844.3378571428572,828.7425999999999
2017-03-02,2017,3,2,Thursday,09,2017-09,856.31,856.49,848.72,849.85,1250900,849.85,-0.008053719771301426,845.7514285714285,829.5428000000002
2017-03-03,2017,3,3,Friday,09,2017-09,848.94,850.82,844.71,849.08,1005000,849.08,-0.0009059934320323482,846.7678571428571,830.2744
2017-03-06,2017,3,6,Monday,10,2017-10,846.86,848.94,841.17,847.27,1047900,847.27,-0.002131716118814575,847.3614285714285,830.9158
2017-03-07,2017,3,7,Tuesday,10,2017-10,847.26,853.33,845.52,851.15,1038700,851.15,0.004579419539663565,848.1557142857143,831.6948000000001
2017-03-08,2017,3,8,Wednesday,10,2017-10,853.12,856.93,851.25,853.64,1028800,853.64,0.002925442240442999,849.3214285714286,832.5740000000001
2017-03-09,2017,3,9,Thursday,10,2017-10,853.69,860.71,852.67,857.84,1347700,857.84,0.0049201210521521155,850.4407142857142,833.5748
2017-03-10,2017,3,10,Friday,10,2017-10,862.7,864.23,857.61,861.41,1336600,861.41,0.004161552477504049,851.5021428571428,834.6044
2017-03-13,2017,3,13,Monday,11,2017-11,860.83,867.13,860.82,864.58,1166600,864.58,0.003680064132227878,852.5957142857143,835.8045999999999
2017-03-14,2017,3,14,Tuesday,11,2017-11,863.75,867.58,860.13,865.91,1061700,865.91,0.0015382683249656193,853.6350000000001,837.0652
2017-03-15,2017,3,15,Wednesday,11,2017-11,867.94,869.88,861.3,868.39,1332900,868.39,0.002864087007682814,854.8771428571429,838.584
2017-03-16,2017,3,16,Thursday,11,2017-11,870.53,872.71,867.52,870.0,1104500,870.0,0.0018539887889132967,856.4621428571428,839.8238
2017-03-17,2017,3,17,Friday,11,2017-11,873.68,874.42,868.37,872.37,1868300,872.37,0.0027241323186062427,858.0835714285713,841.1158
2017-03-20,2017,3,20,Monday,12,2017-12,869.48,870.34,864.67,867.91,1542200,867.91,-0.005112534816213099,859.7250000000001,842.2136
2017-03-21,2017,3,21,Tuesday,12,2017-12,870.06,873.47,847.69,850.14,2538000,850.14,-0.02047442597267468,859.2528571428572,842.7122
2017-03-22,2017,3,22,Wednesday,12,2017-12,849.48,855.35,847.0,849.8,1366700,849.8,-0.0003999657110709265,859.2492857142857,843.1646000000001
2017-03-23,2017,3,23,Thursday,12,2017-12,841.39,841.69,833.0,839.65,3287700,839.65,-0.011943943898218845,858.5757142857143,843.4374
2017-03-24,2017,3,24,Friday,12,2017-12,842.0,844.0,829.1,835.14,2105700,835.14,-0.005371297129148855,857.7092857142858,843.543
2017-03-27,2017,3,27,Monday,13,2017-13,828.09,841.38,824.3,838.51,1934600,838.51,0.004035245657108444,856.8064285714287,843.7225999999999
2017-03-28,2017,3,28,Tuesday,13,2017-13,839.69,845.4,832.27,840.63,1519200,840.63,0.0025282883835580083,855.8771428571429,843.9164
2017-03-29,2017,3,29,Wednesday,13,2017-13,842.75,851.59,841.38,849.87,1457300,849.87,0.010991744501985812,855.3078571428572,844.3645999999999
2017-03-30,2017,3,30,Thursday,13,2017-13,851.98,852.0,846.77,849.48,949400,849.48,-0.00045891095188477227,854.4557142857144,844.7738
2017-03-31,2017,3,31,Friday,13,2017-13,846.83,849.56,845.24,847.8,1441000,847.8,-0.001977671886810306,853.2571428571428,845.2424000000001
2017-04-03,2017,4,3,Monday,14,2017-14,848.75,859.0,847.53,856.75,1969400,856.75,0.010556749629509143,852.602857142857,845.8140000000001
2017-04-04,2017,4,4,Tuesday,14,2017-14,848.0,853.0,847.51,852.57,1348500,852.57,-0.004878894281623913,851.472857142857,845.9768
2017-04-05,2017,4,5,Wednesday,14,2017-14,854.71,860.59,847.52,848.91,1855200,848.91,-0.004292942688864265,849.9664285714285,845.9644000000001
2017-04-06,2017,4,6,Thursday,14,2017-14,849.5,853.59,844.0,845.1,1533600,845.1,-0.004488105546081367,848.0185714285715,845.6973999999999
2017-04-07,2017,4,7,Friday,14,2017-14,845.0,845.88,837.3,842.1,1111600,842.1,-0.003549875856900808,846.175,845.3998000000001
2017-04-10,2017,4,10,Monday,15,2017-15,841.54,846.74,840.79,841.7,1046200,841.7,-0.0004749594947178748,845.5721428571429,845.3332
2017-04-11,2017,4,11,Tuesday,15,2017-15,841.7,844.63,834.6,839.88,974300,839.88,-0.0021622992726904045,844.8635714285714,845.6542
2017-04-12,2017,4,12,Wednesday,15,2017-15,838.46,843.72,837.59,841.46,1135800,841.46,0.0018812414638496033,844.9928571428572,846.0795999999999
2017-04-13,2017,4,13,Thursday,15,2017-15,841.04,843.73,837.85,840.18,1073700,840.18,-0.0015212003701307042,845.352857142857,846.5784
2017-04-17,2017,4,17,Monday,16,2017-16,841.38,855.64,841.03,855.13,1049100,855.13,0.017793820773354563,846.54,847.3158
2017-04-18,2017,4,18,Tuesday,16,2017-16,852.54,857.39,851.25,853.99,936200,853.99,-0.001333147757566655,847.4942857142858,847.993
2017-04-19,2017,4,19,Wednesday,16,2017-16,857.39,860.2,853.53,856.51,1080300,856.51,0.002950877129787477,847.9685714285714,848.6908
2017-04-20,2017,4,20,Thursday,16,2017-16,859.74,863.93,857.5,860.08,1188800,860.08,0.004168085934215249,848.7257142857143,849.3078
2017-04-21,2017,4,21,Friday,16,2017-16,860.62,862.44,857.73,858.95,1172900,858.95,-0.001313836922564482,849.522142857143,849.8892
2017-04-24,2017,4,24,Monday,17,2017-17,868.44,879.96,866.11,878.93,1696500,878.93,0.023260935077481948,851.1064285714285,850.8666000000001
2017-04-25,2017,4,25,Tuesday,17,2017-17,882.26,892.25,879.28,888.84,2038000,888.84,0.011275112082041572,853.6971428571429,851.9464
2017-04-26,2017,4,26,Wednesday,17,2017-17,891.39,892.99,885.15,889.14,1323300,889.14,0.00033750481965810764,856.5707142857143,852.95
2017-04-27,2017,4,27,Thursday,17,2017-17,890.0,893.38,887.18,891.44,2342300,891.44,0.0025867554660423675,859.8807142857142,853.9781999999999
2017-04-28,2017,4,28,Friday,17,2017-17,929.0,935.9,923.22,924.52,3845900,924.52,0.03710851767841561,865.7678571428571,855.7222
2017-05-01,2017,5,1,Monday,18,2017-18,924.15,935.82,920.8,932.82,2327800,932.82,0.008977618242574037,872.2764285714285,857.5352
2017-05-02,2017,5,2,Tuesday,18,2017-18,933.27,942.99,931.0,937.09,1751300,937.09,0.004577538536612691,879.22,859.346
2017-05-03,2017,5,3,Wednesday,18,2017-18,936.05,950.2,935.21,948.45,1824800,948.45,0.012122618986440958,886.8621428571429,861.3295999999999
2017-05-04,2017,5,4,Thursday,18,2017-18,950.29,959.14,947.37,954.72,1937600,954.72,0.006610742174491202,895.0435714285713,863.3968
2017-05-05,2017,5,5,Friday,18,2017-18,956.72,958.44,948.1,950.28,1615500,950.28,-0.00465051694999119,901.84,865.3824
2017-05-08,2017,5,8,Monday,19,2017-19,947.45,960.99,947.4,958.69,1876700,958.69,0.008849994617643242,909.3185714285715,867.6
2017-05-09,2017,5,9,Tuesday,19,2017-19,961.33,962.2,954.4,956.71,1687900,956.71,-0.0020652979208166666,916.4757142857143,869.7408
2017-05-10,2017,5,10,Wednesday,19,2017-19,956.22,956.71,949.84,954.84,1146000,954.84,-0.001954610147525959,923.2442857142858,871.9390000000001
2017-05-11,2017,5,11,Thursday,19,2017-19,951.29,957.99,948.61,955.89,1031100,955.89,0.0010996478608322757,930.1685714285713,873.9218000000001
2017-05-12,2017,5,12,Friday,19,2017-19,957.85,957.98,952.06,955.14,1214900,955.14,-0.0007846090957188689,935.612142857143,876.0275999999999
2017-05-15,2017,5,15,Monday,20,2017-20,955.29,962.7,952.82,959.22,1337700,959.22,0.004271579027279371,940.6392857142857,878.2304
2017-05-16,2017,5,16,Tuesday,20,2017-20,963.55,965.9,960.35,964.61,1101500,964.61,0.005619164334627502,946.03,880.5772000000001
2017-05-17,2017,5,17,Wednesday,20,2017-20,959.7,960.99,940.06,942.17,2449100,942.17,-0.023263290637850598,949.6535714285716,882.3975999999999
2017-05-18,2017,5,18,Thursday,20,2017-20,943.2,954.18,941.27,950.5,1800500,950.5,0.008841310210408349,951.5092857142857,884.3348
2017-05-19,2017,5,19,Friday,20,2017-20,952.82,959.56,952.0,954.65,1360300,954.65,0.004366148778603307,953.0685714285715,886.2710000000001
2017-05-22,2017,5,22,Monday,21,2017-21,957.0,964.82,956.56,964.07,1387400,964.07,0.00986747254936482,954.9957142857144,888.3242
2017-05-23,2017,5,23,Tuesday,21,2017-21,969.96,974.51,964.5,970.55,1545400,970.55,0.0067214833150293085,956.5742857142858,890.4436000000001
2017-05-24,2017,5,24,Wednesday,21,2017-21,975.26,978.12,971.63,977.61,1133000,977.61,0.007274223530359558,958.2092857142858,892.6776
2017-05-25,2017,5,25,Thursday,21,2017-21,979.0,995.78,977.82,991.86,1954100,991.86,0.014576365026463423,961.1792857142857,895.1469999999999
2017-05-26,2017,5,26,Friday,21,2017-21,992.0,996.39,987.36,993.27,1636400,993.27,0.0014216060739538072,963.6492857142857,897.6124000000001
2017-05-30,2017,5,30,Tuesday,22,2017-22,992.5,997.62,991.36,996.17,1516200,996.17,0.0029196123127472884,966.4678571428573,900.0884
2017-05-31,2017,5,31,Wednesday,22,2017-22,996.21,999.6,981.68,987.09,1724100,987.09,-0.009114866147805212,968.7714285714285,902.472
2017-06-01,2017,6,1,Thursday,22,2017-22,990.96,993.14,981.29,988.29,1306400,988.29,0.0012156451176976724,971.0857142857143,905.235
2017-06-02,2017,6,2,Friday,22,2017-22,988.59,996.48,987.07,996.12,1735500,996.12,0.007922793171972309,974.0128571428571,908.1614
2017-06-05,2017,6,5,Monday,23,2017-23,997.89,1007.4,995.45,1003.88,1378900,1003.88,0.007790235919029165,977.2028571428572,911.4459999999999
2017-06-06,2017,6,6,Tuesday,23,2017-23,1003.31,1008.61,994.8,996.68,1552100,996.68,-0.007172184097711698,979.4935714285714,914.6768
2017-06-07,2017,6,7,Wednesday,23,2017-23,999.09,1003.91,995.87,1001.5,1374100,1001.5,0.0048360630890949,983.7314285714285,917.9366
2017-06-08,2017,6,8,Thursday,23,2017-23,1004.23,1005.6,996.62,1004.28,1687900,1004.28,0.0027758654986269615,987.5728571428571,921.2095999999999
2017-06-09,2017,6,9,Friday,23,2017-23,1005.49,1005.5,953.37,970.12,3647900,970.12,-0.03401445133147163,988.6778571428571,923.6146000000001
2017-06-12,2017,6,12,Monday,24,2017-24,958.72,968.0,936.8,961.81,4202100,961.81,-0.008565948130560774,988.5164285714285,925.8611999999999
2017-06-13,2017,6,13,Tuesday,24,2017-24,972.04,977.91,962.01,970.5,2005400,970.5,0.0090350510635826,988.5128571428571,928.3151999999999
2017-06-14,2017,6,14,Wednesday,24,2017-24,975.5,979.7,959.51,967.93,1505500,967.93,-0.0026481270728683226,987.8214285714286,930.5387999999999
2017-06-15,2017,6,15,Thursday,24,2017-24,948.02,960.68,940.37,960.18,2427600,960.18,-0.00800677741018807,985.5585714285714,932.6909999999999
2017-06-16,2017,6,16,Friday,24,2017-24,957.91,959.95,948.7,958.62,2559200,958.62,-0.0016246928393565119,983.0835714285713,934.8852
2017-06-19,2017,6,19,Monday,25,2017-25,969.65,979.3,968.2,975.22,1468800,975.22,0.0173165338408241,981.5871428571428,937.4876
2017-06-20,2017,6,20,Tuesday,25,2017-25,975.31,980.79,968.2,968.99,1297300,968.99,-0.006388282291079683,980.2942857142858,940.0254
2017-06-21,2017,6,21,Wednesday,25,2017-25,970.79,979.55,969.45,978.59,1161600,978.59,0.009907260877660695,979.6014285714285,942.7631999999999
2017-06-22,2017,6,22,Thursday,25,2017-25,976.87,980.5,973.31,976.62,1009500,976.62,-0.0020131328587228436,978.2085714285713,945.498
2017-06-23,2017,6,23,Friday,25,2017-25,975.5,986.62,974.46,986.09,1564000,986.09,0.009696741604338088,976.9378571428571,948.3906000000002
2017-06-26,2017,6,26,Monday,26,2017-26,990.0,993.99,970.33,972.09,1517900,972.09,-0.014197486658134473,975.1814285714285,951.0288
2017-06-27,2017,6,27,Tuesday,26,2017-26,961.6,967.22,947.09,948.09,2443600,948.09,-0.02468907131743292,971.3664285714285,952.888
2017-06-28,2017,6,28,Wednesday,26,2017-26,950.66,963.24,936.16,961.01,2745600,961.01,0.013627379831225417,968.2757142857143,955.0283999999999
