Open,High,Low,Close,Adj Close,Volume,Return,Date,Week_Number,Year,Day,Weekday,mean_return,volatility
1027.199951171875,1060.7900390625,1025.280029296875,1054.6800537109375,1054.6800537109375,1593400,0.0,2019-01-02,00,2019,2,Wednesday,0.7863333333333332,4.0077787280903285
1050.6700439453125,1066.260009765625,1022.3699951171875,1025.469970703125,1025.469970703125,2098000,-2.77,2019-01-03,00,2019,3,Thursday,0.7863333333333332,4.0077787280903285
1042.56005859375,1080.0,1036.8599853515625,1078.0699462890625,1078.0699462890625,2301100,5.129,2019-01-04,00,2019,4,Friday,0.7863333333333332,4.0077787280903285
1080.969970703125,1082.699951171875,1062.6400146484375,1075.9200439453125,1075.9200439453125,2372300,-0.199,2019-01-07,01,2019,7,Monday,-0.2512,0.7829924648424147
1086.0,1093.3499755859375,1068.3499755859375,1085.3699951171875,1085.3699951171875,1770700,0.878,2019-01-08,01,2019,8,Tuesday,-0.2512,0.7829924648424147
1087.989990234375,1091.6400146484375,1074.3699951171875,1081.6500244140625,1081.6500244140625,1349900,-0.343,2019-01-09,01,2019,9,Wednesday,-0.2512,0.7829924648424147
1074.93994140625,1079.81005859375,1064.6800537109375,1078.8299560546875,1078.8299560546875,1329900,-0.261,2019-01-10,01,2019,10,Thursday,-0.2512,0.7829924648424147
1069.9000244140625,1073.3699951171875,1056.4300537109375,1064.469970703125,1064.469970703125,1543200,-1.331,2019-01-11,01,2019,11,Friday,-0.2512,0.7829924648424147
1053.3399658203125,1058.449951171875,1048.550048828125,1051.510009765625,1051.510009765625,1424500,-1.218,2019-01-14,02,2019,14,Monday,0.8026000000000002,1.6395553665552134
1058.010009765625,1088.27001953125,1054.43994140625,1086.510009765625,1086.510009765625,1875900,3.329,2019-01-15,02,2019,15,Tuesday,0.8026000000000002,1.6395553665552134
1090.0,1102.3599853515625,1088.010009765625,1089.510009765625,1089.510009765625,1914000,0.276,2019-01-16,02,2019,16,Wednesday,0.8026000000000002,1.6395553665552134
1087.989990234375,1100.699951171875,1083.260009765625,1099.1199951171875,1099.1199951171875,1244800,0.882,2019-01-17,02,2019,17,Thursday,0.8026000000000002,1.6395553665552134
1108.5899658203125,1118.0,1099.280029296875,1107.300048828125,1107.300048828125,2244600,0.744,2019-01-18,02,2019,18,Friday,0.8026000000000002,1.6395553665552134
1096.0,1098.969970703125,1070.8900146484375,1078.6300048828125,1078.6300048828125,1981600,-2.589,2019-01-22,03,2019,22,Tuesday,-0.11899999999999994,1.7835584281617092
1086.8599853515625,1092.949951171875,1067.5699462890625,1084.4100341796875,1084.4100341796875,1259700,0.536,2019-01-23,03,2019,23,Wednesday,-0.11899999999999994,1.7835584281617092
1082.510009765625,1088.0,1070.02001953125,1084.0,1084.0,1455700,-0.038,2019-01-24,03,2019,24,Thursday,-0.11899999999999994,1.7835584281617092
